6.79853431111938411036e-01 5.18555354906939713899e-01 5.18555354906939935944e-01 6.48202970413381054926e-03 -3.37478461057250456179e+01 2.92674359738466698388e+01 1.43188949825053590814e+01 1.43188949825051281550e+01 
7.74275910939157929747e-01 6.11576388685690308655e-01 1.62699522253467621091e-01 9.58054137514148355936e-03 2.80103502745291770282e+01 -2.47402418030472546207e+01 -9.67628951304318540849e+00 -1.19040719513500654614e+01 
9.60467718889533417226e-01 1.96852433273170646100e-01 1.96852433273170562833e-01 1.60235542122496056605e-02 -2.12728544433340900355e+01 2.02130476322485321816e+01 7.26146648188838206295e+00 7.26146648188823640169e+00 
7.74275910939160261215e-01 1.62699522253475004074e-01 6.11576388685685423674e-01 9.58054137514176631929e-03 2.80103502745299586252e+01 -2.47402418030479473998e+01 -1.19040719513505575122e+01 -9.67628951304329909533e+00 
5.18555354906939824922e-01 6.79853431111938411036e-01 5.18555354906939935944e-01 6.48202970413381054926e-03 -3.37478461057250456179e+01 1.43188949825051281550e+01 2.92674359738466698388e+01 1.43188949825053590814e+01 
1.62699522253467621091e-01 7.74275910939157929747e-01 6.11576388685690419678e-01 9.58054137514148355936e-03 2.80103502745291770282e+01 -1.19040719513500654614e+01 -2.47402418030472546207e+01 -9.67628951304318540849e+00 
1.96852433273170618344e-01 9.60467718889533417226e-01 1.96852433273170562833e-01 1.60235542122496056605e-02 -2.12728544433340900355e+01 7.26146648188823640169e+00 2.02130476322485321816e+01 7.26146648188838206295e+00 
6.11576388685685423674e-01 7.74275910939160261215e-01 1.62699522253475059586e-01 9.58054137514176631929e-03 2.80103502745299586252e+01 -9.67628951304329909533e+00 -2.47402418030479473998e+01 -1.19040719513505575122e+01 
5.18555354906939824922e-01 5.18555354906939713899e-01 6.79853431111938633080e-01 6.48202970413381054926e-03 -3.37478461057250456179e+01 1.43188949825053590814e+01 1.43188949825051281550e+01 2.92674359738466698388e+01 
6.11576388685690419678e-01 1.62699522253467537825e-01 7.74275910939157929747e-01 9.58054137514148355936e-03 2.80103502745291770282e+01 -9.67628951304318540849e+00 -1.19040719513500654614e+01 -2.47402418030472546207e+01 
1.96852433273170562833e-01 1.96852433273170535077e-01 9.60467718889533417226e-01 1.60235542122496056605e-02 -2.12728544433340900355e+01 7.26146648188838206295e+00 7.26146648188823640169e+00 2.02130476322485321816e+01 
1.62699522253474948563e-01 6.11576388685685312652e-01 7.74275910939160372237e-01 9.58054137514176631929e-03 2.80103502745299586252e+01 -1.19040719513505575122e+01 -9.67628951304329909533e+00 -2.47402418030479473998e+01 
8.76424791993428264902e-01 3.40499327443738286636e-01 3.40499327443738286636e-01 3.41047933608423651033e-03 -2.62081171219212876622e+02 2.51947096568896000690e+02 6.20683891401398426524e+01 6.20683891401466993898e+01 
9.26143103540049472677e-01 3.63901407254819952986e-01 9.91701445152049221310e-02 3.96467168569519801125e-03 2.42150526428652852928e+02 -2.33175626732619122095e+02 -5.36027766581934770329e+01 -5.73801922518521578809e+01 
9.89231359086426564886e-01 1.03492314207436209017e-01 1.03492314207436222895e-01 4.68373150476989342367e-03 -2.21219881638045592354e+02 2.14404156896296797186e+02 4.89145797698886468652e+01 4.89145797698944377885e+01 
9.26143103540043033384e-01 9.91701445151775135001e-02 3.63901407254844211359e-01 3.96467168569473830952e-03 2.42150526428605701312e+02 -2.33175626732573732625e+02 -5.73801922518350338009e+01 -5.36027766581889935082e+01 
7.15945263484368377149e-01 6.39067926651226136947e-01 2.81095294909041892861e-01 1.89257331120618087564e-03 -2.70239416486196773803e+02 2.15642087059541921690e+02 1.58614406545857633546e+02 5.50920132788742762386e+01 
7.45202683564008649952e-01 6.61573174850125456103e-01 8.36295087138833326268e-02 2.09373524647957004116e-03 2.59004172039500872415e+02 -2.09464243187927877443e+02 -1.47356920029299601538e+02 -5.28936562376189556289e+01 
8.54464854978505772287e-01 5.12469052159607141306e-01 8.52366246703542412844e-02 2.97308572669575639849e-03 -2.14939704295725277916e+02 1.75409451842425227142e+02 1.22262076287182082979e+02 3.99237080131826402862e+01 
8.10496273736994399250e-01 4.90815903544011000736e-01 3.19680370192983565047e-01 2.62114709076646150779e-03 2.27174948742421264569e+02 -1.81587295714039328232e+02 -1.33519562803740114987e+02 -4.21220650544379608959e+01 
7.21162518845482547469e-01 2.75184506321867583534e-01 6.35765765744608968291e-01 1.89257331120209928814e-03 -1.42813402204043683241e+02 1.13026651794404756401e+02 3.00840647683884796493e+01 8.49749258275998897716e+01 
8.11015774819583312727e-01 3.23715101998467202904e-01 4.87300672821116442890e-01 2.62114709076903236798e-03 1.19219374663748254761e+02 -9.47883212606338503292e+01 -2.09256144234639620549e+01 -7.09430858059291864492e+01 
8.52274486217067361871e-01 8.92819408409128434378e-02 5.15419183949446746418e-01 2.97308572669352988091e-03 -1.09479608702479396243e+02 9.06845315213758595974e+01 1.90229959839272737554e+01 6.11018898227470685924e+01 
7.42946632846722798682e-01 7.81770062585595143512e-02 6.64769626588163298209e-01 2.09373524648310367288e-03 1.34073636242774796301e+02 -1.08922862055146765670e+02 -2.81814463288517842443e+01 -7.51337298444177719148e+01 
6.23466442407724197317e-01 5.52851514961954282334e-01 5.52851514961954393357e-01 1.23891044951413334917e-03 -1.07633132506934643402e+02 7.18712858211804359598e+01 5.77223683913815861501e+01 5.77223683913813871982e+01 
6.79266935539210692241e-01 6.08236370604660625538e-01 4.10664032704155579356e-01 1.57465564527051529731e-03 9.48074820342519046790e+01 -6.62827315588355645559e+01 -4.58388903229193331867e+01 -5.09003276203995227434e+01 
7.61819388080080761583e-01 4.58056339299704018408e-01 4.58056339299704129431e-01 2.09380796407168450965e-03 -8.09818315615709281019e+01 6.06941772964919223909e+01 3.90168495519383498049e+01 3.90168495519382005909e+01 
6.79266935539210914285e-01 4.10664032704157577758e-01 6.08236370604659071226e-01 1.57465564527053307822e-03 9.48074820342536668250e+01 -6.62827315588367866894e+01 -5.09003276204005956629e+01 -4.58388903229200579403e+01 
3.40499327443738342147e-01 8.76424791993428153880e-01 3.40499327443738286636e-01 3.41047933608423651033e-03 -2.62081171219212876622e+02 6.20683891401466993898e+01 2.51947096568896000690e+02 6.20683891401398426524e+01 
